DienTich,Phongngu,PhongTam,GiayTo,Loai,HuongCuaChinh,TinhTrangNoiThat,DiaChi,Gia,SoTang,DacDiem
51 m²,3 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,"giải phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà NộiXem bản đồ",6 tỷ - 51 m2,4,
35 m²,4 phòng,3 phòng,,"Nhà ngõ, hẻm",,,"nguyễn trãi, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà NộiXem bản đồ","3,6 tỷ - 35 m2",3,
26 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"giáp nhât, Phường Nhân Chính, Quận Thanh Xuân, Hà NộiXem bản đồ","3,25 tỷ - 26 m2",4,
34 m²,3 phòng,3 phòng,,"Nhà ngõ, hẻm",,,"Đa Sỹ, Phường Kiến Hưng, Quận Hà Đông, Hà NộiXem bản đồ",4 tỷ - 34 m2,,
45 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Phố Đông Tác, Phường Kim Liên, Quận Đống Đa, Hà NộiXem bản đồ","6,9 tỷ - 45 m2",5,
43 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Phố Phạm Ngọc Thạch, Phường Kim Liên, Quận Đống Đa, Hà NộiXem bản đồ","6,9 tỷ - 43 m2",5,
65 m²,4 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"đại la, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà NộiXem bản đồ","5,5 tỷ - 65 m2",5,
31 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",Tây,Nội thất đầy đủ,"Ngõ 293 Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà NộiXem bản đồ","3,25 tỷ - 31 m2",5,
30 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông,,"Phố Xuân đỗ, Phường Cự Khối, Quận Long Biên, Hà NộiXem bản đồ","2,58 tỷ - 30 m2",5,
32 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",Tây,,"Đường Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà NộiXem bản đồ","3,22 tỷ - 32 m2",5,
35 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà NộiXem bản đồ","4,95 tỷ - 35 m2",,
36 m²,5 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông Nam,,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà NộiXem bản đồ","4,55 tỷ - 36 m2",5,
59.5 m²,5 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",Nam,,"Ngõ, Xã Ngọc Hồi, Huyện Thanh Trì, Hà NộiXem bản đồ","3,9 tỷ - 59.5 m2",3,
30 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",Tây Bắc,,"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà NộiXem bản đồ","3,48 tỷ - 30 m2",5,
100 m²,4 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Lương Thế Vinh, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà NộiXem bản đồ","9,9 tỷ - 100 m2",3,
20 m²,2 phòng,2 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Phố Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà NộiXem bản đồ","2,1 tỷ - 20 m2",3,
90 m²,4 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất cao cấp,"110, Trần DUy Hưng, Phường Yên Hoà, Quận Cầu Giấy, Hà NộiXem bản đồ","13,3 tỷ - 90 m2",5,
70 m²,7 phòng,,,Nhà phố liền kề,,,"Kim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà NộiXem bản đồ",15 tỷ - 70 m2,,
63 m²,6 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đường Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà NộiXem bản đồ","7,19 tỷ - 63 m2",5,
33 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông Nam,,"Ngõ 318 Đường La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà NộiXem bản đồ","4,28 tỷ - 33 m2",4,
70 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Hào Nam, Phường Hàng Bột, Quận Đống Đa, Hà NộiXem bản đồ","6,2 tỷ - 70 m2",,
40 m²,2 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Phố Tây Sơn, Phường Quang Trung, Quận Đống Đa, Hà NộiXem bản đồ","5,5 tỷ - 40 m2",4,
30 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà NộiXem bản đồ","4,3 tỷ - 30 m2",5,
36 m²,3 phòng,,,"Nhà ngõ, hẻm",,,"Nguyễn văn cừ, Phường Gia Thụy, Quận Long Biên, Hà NộiXem bản đồ",5 tỷ - 36 m2,,
33 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Phố Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà NộiXem bản đồ","2,75 tỷ - 33 m2",4,
30 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",Đông,Nội thất đầy đủ,"Ngõ 322, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà NộiXem bản đồ","4,29 tỷ - 30 m2",5,
38 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà NộiXem bản đồ","6,19 tỷ - 38 m2",5,Hẻm xe hơi
31 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Bạch Mai, Phường Bách Khoa, Quận Hai Bà Trưng, Hà NộiXem bản đồ","3,75 tỷ - 31 m2",5,
20 m²,4 phòng,3 phòng,Giấy tờ khác,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà NộiXem bản đồ","1,39 tỷ - 20 m2",,
78 m²,5 phòng,,,"Nhà ngõ, hẻm",,,"Ngõ 190 Hoàng Mai, Phường Tương Mai, Quận Hoàng Mai, Hà NộiXem bản đồ","8,25 tỷ - 78 m2",4,
79 m²,6 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Lạc long quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà NộiXem bản đồ","12,8 tỷ - 79 m2",5,Hẻm xe hơi
48 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà NộiXem bản đồ","4,8 tỷ - 48 m2",4,
34 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà NộiXem bản đồ","3,2 tỷ - 34 m2",5,
72 m²,4 phòng,4 phòng,Đã có sổ,Nhà phố liền kề,,,"Ngách 42/60 Thįnh Liệt, Phường Thịnh Liệt, Quận Hoàng Mai, Hà NộiXem bản đồ","8,9 tỷ - 72 m2",4,
80 m²,4 phòng,4 phòng,Đã có sổ,Nhà phố liền kề,Tây Bắc,,"Đường Lê Trọng Tấn, Phường Phú La, Hà Đông, Hà Nội, Phường Phú La, Quận Hà Đông, Hà NộiXem bản đồ",9 tỷ - 80 m2,5,
35 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Trần Quốc Hoàn , Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà NộiXem bản đồ","7,1 tỷ - 35 m2",6,
40 m²,6 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà NộiXem bản đồ","4,05 tỷ - 40 m2",5,
41 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà NộiXem bản đồ","3,8 tỷ - 41 m2",5,
25 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Phố Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà NộiXem bản đồ","3,05 tỷ - 25 m2",5,
90 m²,6 phòng,5 phòng,Đã có sổ,Nhà phố liền kề,Bắc,,"Đường Lê Trọng Tấn, Phường Phú La, Hà Đông, Hà Nội, Phường Phú La, Quận Hà Đông, Hà NộiXem bản đồ",10 tỷ - 90 m2,4,
35 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Trần Quốc Hoàn , Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà NộiXem bản đồ","7,1 tỷ - 35 m2",6,
40 m²,6 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà NộiXem bản đồ","4,05 tỷ - 40 m2",5,
41 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà NộiXem bản đồ","3,8 tỷ - 41 m2",5,
25 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Phố Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà NộiXem bản đồ","3,05 tỷ - 25 m2",5,
90 m²,6 phòng,5 phòng,Đã có sổ,Nhà phố liền kề,Bắc,,"Đường Lê Trọng Tấn, Phường Phú La, Hà Đông, Hà Nội, Phường Phú La, Quận Hà Đông, Hà NộiXem bản đồ",10 tỷ - 90 m2,4,
190 m²,5 phòng,5 phòng,Đã có sổ,Nhà biệt thự,Bắc,,"Đường Lê Trọng Tấn, Phường Phú La, Hà Đông, Hà Nội, Phường Phú La, Quận Hà Đông, Hà NộiXem bản đồ",20 tỷ - 190 m2,3,
83 m²,5 phòng,4 phòng,Đã có sổ,Nhà phố liền kề,Tây Bắc,,"Phường La Khê, Hà Đông, Hà Nội, Phường La Khê, Quận Hà Đông, Hà NộiXem bản đồ",10 tỷ - 83 m2,5,
42 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà NộiXem bản đồ","7,38 tỷ - 42 m2",5,
45 m²,2 phòng,,,"Nhà ngõ, hẻm",,,"Phố Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà NộiXem bản đồ","4,5 tỷ - 45 m2",,
60 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Phố Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà NộiXem bản đồ","5,9 tỷ - 60 m2",4,
44 m²,3 phòng,4 phòng,,"Nhà ngõ, hẻm",,,"Ngõ 163 Phố Tư Đình, Phường Long Biên, Quận Long Biên, Hà NộiXem bản đồ",4 tỷ - 44 m2,4,
42 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà NộiXem bản đồ","3,95 tỷ - 42 m2",5,
74 m²,1 phòng,1 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đường Hồ Tùng Mậu, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà NộiXem bản đồ","13,2 tỷ - 74 m2",1,
40 m²,4 phòng,6 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Hồ Đền Lừ, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà NộiXem bản đồ","5,98 tỷ - 40 m2",6,
33 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà NộiXem bản đồ","4,2 tỷ - 33 m2",5,
34 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Đường Lê Quang Đạo, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà NộiXem bản đồ","4,8 tỷ - 34 m2",,Hẻm xe hơi
41 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Hào nam, Phường Hàng Bột, Quận Đống Đa, Hà NộiXem bản đồ","5,35 tỷ - 41 m2",,
25 m²,3 phòng,2 phòng,,"Nhà ngõ, hẻm",,,"Phố Tân Ấp, Phường Phúc Xá, Quận Ba Đình, Hà NộiXem bản đồ","2,4 tỷ - 25 m2",,
46 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Xuân Thuỷ, Phường Dịch Vọng, Quận Cầu Giấy, Hà NộiXem bản đồ","4,98 tỷ - 46 m2",4,
42 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"dịch vọng , Phường Dịch Vọng, Quận Cầu Giấy, Hà NộiXem bản đồ","5,9 tỷ - 42 m2",5,
55 m²,10 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Trung kính, Phường Trung Hoà, Quận Cầu Giấy, Hà NộiXem bản đồ","8,5 tỷ - 55 m2",5,
38 m²,3 phòng,,Đã có sổ,Nhà phố liền kề,,Nội thất cao cấp,"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà NộiXem bản đồ","5,4 tỷ - 38 m2",5,
42 m²,1 phòng,1 phòng,,"Nhà ngõ, hẻm",,,"Phố Phú Viên, Phường Bồ Đề, Quận Long Biên, Hà NộiXem bản đồ","2,35 tỷ - 42 m2",1,Hẻm xe hơi
65 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà NộiXem bản đồ",12 tỷ - 65 m2,5,
36 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà NộiXem bản đồ",4 tỷ - 36 m2,6,
36 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà NộiXem bản đồ",4 tỷ - 36 m2,5,
50 m²,5 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà NộiXem bản đồ","5,95 tỷ - 50 m2",5,
38 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà NộiXem bản đồ","4,5 tỷ - 38 m2",6,
50 m²,6 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Phố Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà NộiXem bản đồ","9,9 tỷ - 50 m2",5,
50 m²,4 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đường Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà NộiXem bản đồ","10,9 tỷ - 50 m2",7,
48 m²,5 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Hạ Yên, Phường Trung Hoà, Quận Cầu Giấy, Hà NộiXem bản đồ","5,95 tỷ - 48 m2",5,
35 m²,4 phòng,3 phòng,Đã có sổ,,Đông,,"Chiều Khuc, Xã Tân Triều, Huyện Thanh Trì, Hà NộiXem bản đồ","3,555555555 tỷ - 35 m2",4,
70 m²,9 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà NộiXem bản đồ","7,85 tỷ - 70 m2",5,
60 m²,2 phòng,1 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"Ngõ Thịnh Hào 1, Phường Hàng Bột, Quận Đống Đa, Hà NộiXem bản đồ","2,25 tỷ - 60 m2",,
86 m²,4 phòng,3 phòng,,Nhà phố liền kề,,,"Phố Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà NộiXem bản đồ","16,7 tỷ - 86 m2",,
102 m²,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất cao cấp,"Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà NộiXem bản đồ","23,8 tỷ - 102 m2",7,
32 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông Nam,,"Quốc Lộ 6, Phường Yên Nghĩa, Quận Hà Đông, Hà NộiXem bản đồ","2,55 tỷ - 32 m2",5,
31 m²,4 phòng,2 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà NộiXem bản đồ","2,8 tỷ - 31 m2",,
38 m²,3 phòng,3 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"Phố Tây Sơn, Phường Trung Liệt, Quận Đống Đa, Hà NộiXem bản đồ","5,5 tỷ - 38 m2",4,
55 m²,9 phòng,Nhiều hơn 6 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Yên hoà, Phường Yên Hoà, Quận Cầu Giấy, Hà NộiXem bản đồ","7,15 tỷ - 55 m2",5,
92.5 m²,3 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",Tây Bắc,,"kim giang, Phường Phú La, Quận Hà Đông, Hà NộiXem bản đồ","12,8 tỷ - 92.5 m2",3,
210 m²,4 phòng,,,Nhà biệt thự,,,"Phố Vạn Hạnh, Phường Đức Giang, Quận Long Biên, Hà NộiXem bản đồ",43 tỷ - 210 m2,,
80 m²,4 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Phố Đào Tấn, Phường Cống Vị, Quận Ba Đình, Hà NộiXem bản đồ","16,5 tỷ - 80 m2",6,
50 m²,4 phòng,,,"Nhà mặt phố, mặt tiền",,,"Đường Tam Trinh, Phường Minh Khai, Quận Hai Bà Trưng, Hà NộiXem bản đồ","8,6 tỷ - 50 m2",4,
38 m²,3 phòng,,Đã có sổ,Nhà phố liền kề,,Nội thất cao cấp,"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà NộiXem bản đồ","5,4 tỷ - 38 m2",5,
42 m²,1 phòng,1 phòng,,"Nhà ngõ, hẻm",,,"Phố Phú Viên, Phường Bồ Đề, Quận Long Biên, Hà NộiXem bản đồ","2,35 tỷ - 42 m2",1,Hẻm xe hơi
65 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà NộiXem bản đồ",12 tỷ - 65 m2,5,
36 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà NộiXem bản đồ",4 tỷ - 36 m2,6,
36 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà NộiXem bản đồ",4 tỷ - 36 m2,5,
50 m²,5 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà NộiXem bản đồ","5,95 tỷ - 50 m2",5,
38 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà NộiXem bản đồ","4,5 tỷ - 38 m2",6,
50 m²,6 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Phố Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà NộiXem bản đồ","9,9 tỷ - 50 m2",5,
48 m²,4 phòng,6 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Phùng Chí Kiên, Phường Nghĩa Đô, Quận Cầu Giấy, Hà NộiXem bản đồ","9,5 tỷ - 48 m2",7,
50 m²,4 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đường Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà NộiXem bản đồ","10,9 tỷ - 50 m2",7,
48 m²,5 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Hạ Yên, Phường Trung Hoà, Quận Cầu Giấy, Hà NộiXem bản đồ","5,95 tỷ - 48 m2",5,
35 m²,4 phòng,3 phòng,Đã có sổ,,Đông,,"Chiều Khuc, Xã Tân Triều, Huyện Thanh Trì, Hà NộiXem bản đồ","3,555555555 tỷ - 35 m2",4,
70 m²,9 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà NộiXem bản đồ","7,85 tỷ - 70 m2",5,
60 m²,2 phòng,1 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"Ngõ Thịnh Hào 1, Phường Hàng Bột, Quận Đống Đa, Hà NộiXem bản đồ","2,25 tỷ - 60 m2",,
86 m²,4 phòng,3 phòng,,Nhà phố liền kề,,,"Phố Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà NộiXem bản đồ","16,7 tỷ - 86 m2",,
102 m²,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất cao cấp,"Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà NộiXem bản đồ","23,8 tỷ - 102 m2",7,
32 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông Nam,,"Quốc Lộ 6, Phường Yên Nghĩa, Quận Hà Đông, Hà NộiXem bản đồ","2,55 tỷ - 32 m2",5,
48 m²,5 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Hạ Yên, Phường Trung Hoà, Quận Cầu Giấy, Hà NộiXem bản đồ","5,95 tỷ - 48 m2",5,
35 m²,4 phòng,3 phòng,Đã có sổ,,Đông,,"Chiều Khuc, Xã Tân Triều, Huyện Thanh Trì, Hà NộiXem bản đồ","3,555555555 tỷ - 35 m2",4,
70 m²,9 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà NộiXem bản đồ","7,85 tỷ - 70 m2",5,
60 m²,2 phòng,1 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"Ngõ Thịnh Hào 1, Phường Hàng Bột, Quận Đống Đa, Hà NộiXem bản đồ","2,25 tỷ - 60 m2",,
86 m²,4 phòng,3 phòng,,Nhà phố liền kề,,,"Phố Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà NộiXem bản đồ","16,7 tỷ - 86 m2",,
102 m²,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất cao cấp,"Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà NộiXem bản đồ","23,8 tỷ - 102 m2",7,
32 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông Nam,,"Quốc Lộ 6, Phường Yên Nghĩa, Quận Hà Đông, Hà NộiXem bản đồ","2,55 tỷ - 32 m2",5,
31 m²,4 phòng,2 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà NộiXem bản đồ","2,8 tỷ - 31 m2",,
38 m²,3 phòng,3 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"Phố Tây Sơn, Phường Trung Liệt, Quận Đống Đa, Hà NộiXem bản đồ","5,5 tỷ - 38 m2",4,
50 m²,5 phòng,,Đã có sổ,"Nhà ngõ, hẻm",Đông Bắc,,"Phố Đào Tấn, Phường Cống Vị, Quận Ba Đình, Hà NộiXem bản đồ","16,5 tỷ - 50 m2",6,
45 m²,4 phòng,6 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà NộiXem bản đồ","9,6 tỷ - 45 m2",7,
40 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà NộiXem bản đồ","4,3 tỷ - 40 m2",,
27 m²,3 phòng,4 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"Phố Giảng Võ, Phường Cát Linh, Quận Đống Đa, Hà NộiXem bản đồ","3,5 tỷ - 27 m2",5,
43 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Xã Đàn, Phường Trung Phụng, Quận Đống Đa, Hà NộiXem bản đồ","4,25 tỷ - 43 m2",,
48 m²,4 phòng,5 phòng,Đã có sổ,Nhà phố liền kề,,Nội thất đầy đủ,"Mai Dịch, Phường Mai Dịch, Quận Cầu Giấy, Hà NộiXem bản đồ",11 tỷ - 48 m2,4,
54 m²,5 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông,,"Làng Trạm, Phường Long Biên, Quận Long Biên, Hà NộiXem bản đồ","7,2 tỷ - 54 m2",6,
47 m²,5 phòng,5 phòng,,"Nhà ngõ, hẻm",,,"Lạc Long Quân, Phường Nghĩa Tân, Quận Cầu Giấy, Hà NộiXem bản đồ","8,69 tỷ - 47 m2",5,
59 m²,8 phòng,Nhiều hơn 6 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất cao cấp,"Đường Hoàng Mai, Phường Trương Định, Quận Hai Bà Trưng, Hà NộiXem bản đồ","8,98 tỷ - 59 m2",5,
30 m²,3 phòng,,,"Nhà mặt phố, mặt tiền",,,"THÁI HÀ, Phường Trung Liệt, Quận Đống Đa, Hà NộiXem bản đồ","4,85 tỷ - 30 m2",3,
38 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông Nam,,"Phố Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà NộiXem bản đồ","3,25 tỷ - 38 m2",3,
47 m²,5 phòng,5 phòng,,"Nhà ngõ, hẻm",,,"Lạc Long Quân, Phường Nghĩa Tân, Quận Cầu Giấy, Hà NộiXem bản đồ","8,69 tỷ - 47 m2",5,
